CIF,COD_ENTE1,COD_ENTE2,COD_ENTE3,COD_ENTE4,COD_ENTE5,COD_ENTE6,Entidad Local,Cif dependiente,COD_ENTE1_DEP,COD_ENTE2_DEP,COD_ENTE3_DEP,COD_ENTE4_DEP,COD_ENTE5_DEP,COD_ENTE6_DEP,DEPENDIENTE,SECTORIZACION,     Fecha sectorización,Participación mayoritaria
P1706400G,09,17,901,A,A,000,"Cruïlles, Monells i Sant Sadurní de l'Heura                           ",G17444613,09,00,148,N,N,000,Asoc. Def. Forestal Puig d'Arqués                                     , ,,
P1706500D,09,17,060,A,A,000,Darnius                                                               ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1706600B,09,17,061,A,A,000,Das                                                                   ,G17142753,09,00,136,N,N,000,Asoc. Def. Forestal Bagà de la Cerdanya                               , ,,
P1706800H,09,17,062,A,A,000,Escala (L')                                                           ,P1700046D,09,17,062,A,V,001,P. M. d'Esports                                                       ,AAPP,30/11/2007,
P1706800H,09,17,062,A,A,000,Escala (L')                                                           ,B17847856,09,17,062,A,V,002,P. Mitjans de Comunicació                                             ,AAPP,30/11/2007,
P1706800H,09,17,062,A,A,000,Escala (L')                                                           ,P1700045F,09,17,062,A,O,002,ADET - Agència de Desenvolupament Econòmic i Turístic                 ,AAPP,30/11/2007,
P1706800H,09,17,062,A,A,000,Escala (L')                                                           ,P1700085B,09,17,062,A,O,003,Institut Municipal d'Educació                                         ,AAPP,01/01/2013,
P1706900F,09,17,063,A,A,000,Espinelves                                                            ,P0800147A,09,00,155,C,C,000,C. Osona Serveis Socials                                              , ,,
P1707000D,09,17,064,A,A,000,Espolla                                                               ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1707100B,09,17,065,A,A,000,Esponellà                                                             ,G17208307,09,00,158,N,N,000,Asoc. Def. Forestal L'Estany                                          , ,,
P1707200J,09,17,066,A,A,000,Figueres                                                              ,A17582560,09,00,000,F,P,064,"Fisersa Manteniment Urbà, S.A.                                        ",,,S
P1707200J,09,17,066,A,A,000,Figueres                                                              ,P6707203C,09,00,195,C,C,000,C. Museu de l'Empordà                                                 , ,,
P1707200J,09,17,066,A,A,000,Figueres                                                              ,B17429309,09,00,211,C,C,000,C. Aparcamiento de Figueres                                           , ,,
P1707200J,09,17,066,A,A,000,Figueres                                                              ,A17102740,09,17,066,A,P,001,Figueres Serv. (FISERSA)                                              , ,,S
P1707400F,09,17,068,A,A,000,Foixà                                                                 ,G17468356,09,00,138,N,N,000,Asoc. Def. Forestal Foixà                                             , ,,
P1707600A,09,17,071,A,A,000,Fontcoberta                                                           ,G17208307,09,00,158,N,N,000,Asoc. Def. Forestal L'Estany                                          , ,,
P1708100A,09,17,075,A,A,000,Garrigàs                                                              ,V17488990,09,00,139,N,N,000,Asoc. Def. Forestal Fluviam                                           , ,,
P1708300G,09,17,077,A,A,000,Garriguella                                                           ,G17137176,09,00,150,N,N,000,Asoc. Def. Forestal Ragavi                                            , ,,
P1708300G,09,17,077,A,A,000,Garriguella                                                           ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1708300G,09,17,077,A,A,000,Garriguella                                                           ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1708500B,09,17,079,A,A,000,Girona                                                                ,A17082009,09,00,000,F,P,002,"M. Serveis, S.A. (MUSERSA)                                            ", ,,S
P1708500B,09,17,079,A,A,000,Girona                                                                ,P0800060F,09,00,089,C,C,000,C. Alba-Ter                                                           , ,,
P1708500B,09,17,079,A,A,000,Girona                                                                ,P6708502G,09,17,079,A,O,002,P. Call de Girona                                                     ,AAPP,30/11/2007,
P1708500B,09,17,079,A,A,000,Girona                                                                ,P6790001I,09,17,079,A,O,003,O. Aut. Local Educació Musical                                        ,AAPP,30/11/2007,
P1708500B,09,17,079,A,A,000,Girona                                                                ,A17068511,09,17,079,A,P,001,Tractament de Residus i d'aigües Residuals del sistema de Girona      , ,,S
P1708500B,09,17,079,A,A,000,Girona                                                                ,A17098518,09,17,079,A,P,003,"Iniciatives i Projectes M., S.A.                                      ", ,,S
P1708500B,09,17,079,A,A,000,Girona                                                                ,A17207333,09,17,079,A,P,004,"Transportes M. Girones, S.A.                                          ", ,,S
P1708500B,09,17,079,A,A,000,Girona                                                                ,A17353244,09,17,079,A,P,005,"Cementeri de Girona, S.A.                                             ", ,,S
P1708500B,09,17,079,A,A,000,Girona                                                                ,A17279621,09,17,079,A,P,006,"Vivendes de Girona, S.A.                                              ", ,,S
P1708500B,09,17,079,A,A,000,Girona                                                                ,P1700061C,09,00,341,C,C,000,C. Centre d'Acolliment i Serveis Socials La Sopa                      , ,,
P1708500B,09,17,079,A,A,000,Girona                                                                ,A17612813,09,17,079,A,P,007,TMG Grues Municipals S.A.                                             , ,,S
P1708500B,09,17,079,A,A,000,Girona                                                                ,G17978339,09,00,086,H,H,000,F. Rafael Masó                                                        , ,,
P1708500B,09,17,079,A,A,000,Girona                                                                ,G17423583,09,00,087,H,H,000,F. Museu del Cinema - Col·lecció Tomás Mallol                         , ,,
P1708500B,09,17,079,A,A,000,Girona                                                                ,G17900374,00,00,036,H,H,000,F. Auditori Palau de Congressos                                       , ,,
P1708600J,09,17,080,A,A,000,Gombrèn                                                               ,G17442658,09,00,133,N,N,000,Asoc. Def. Forestal Catllar-Montgrony                                 , ,,
P1709300F,09,17,086,A,A,000,Jonquera (La)                                                         ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1709300F,09,17,086,A,A,000,Jonquera (La)                                                         ,V17891144,09,17,086,A,O,001,O. Aut. Escola Municipal de Música                                    ,AAPP,30/11/2007,
P1709400D,09,17,087,A,A,000,Juià                                                                  ,G17470105,09,00,250,N,N,000,Asoc. Def. Forestal Sant Marti Vell. Juià I Celrà                     , ,,
P1709600I,09,17,089,A,A,000,Llagostera                                                            ,G17204793,09,00,159,N,N,000,Asoc. Def. Forestal Massis de Cadiretes                               , ,,
P1709600I,09,17,089,A,A,000,Llagostera                                                            ,P6709601F,09,17,089,A,V,001,Hospital Josep Baulida                                                ,AAPP,30/11/2007,
P1709600I,09,17,089,A,A,000,Llagostera                                                            ,P6709603B,09,17,089,A,V,002,P. M. d'Esports                                                       ,AAPP,30/11/2007,
P1709800E,09,17,091,A,A,000,Llanars                                                               ,G17440280,09,00,157,N,N,000,Asoc. Def. Forestal Vall de Camprodon                                 , ,,
P1709900C,09,17,092,A,A,000,Llançà                                                                ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1709900C,09,17,092,A,A,000,Llançà                                                                ,P6709901J,09,17,092,A,V,002,Llar del Pensionista                                                  ,AAPP,30/11/2007,
P1709900C,09,17,092,A,A,000,Llançà                                                                ,P6709902H,09,17,092,A,V,003,Museo Aquarela                                                        ,AAPP,30/11/2007,
P1709900C,09,17,092,A,A,000,Llançà                                                                ,P6709903F,09,17,092,A,V,004,P. M. d'Esports                                                       ,AAPP,30/11/2007,
P1709900C,09,17,092,A,A,000,Llançà                                                                ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1710200E,09,17,095,A,A,000,Lloret de Mar                                                         ,G17560152,09,00,163,N,N,000,Asoc. Def. Forestal Lloret de Mar                                     , ,,
P1710200E,09,17,095,A,A,000,Lloret de Mar                                                         ,P6710203H,09,17,095,A,O,001,Serveis Municipals de Comunicació                                     ,AAPP,01/03/2013,
P1710200E,09,17,095,A,A,000,Lloret de Mar                                                         ,A17354333,09,17,095,A,P,001,"Lloret Futur, S.A.                                                    ",S. no Financieras,01/03/2013,S
P1710200E,09,17,095,A,A,000,Lloret de Mar                                                         ,Sin actividad,09,00,348,C,C,000,C. Gestió Televisió Digital Local Pública Demarcació Selma-marítima-C , ,,
P1710300C,09,17,096,A,A,000,Llosses (Les)                                                         ,G17442658,09,00,133,N,N,000,Asoc. Def. Forestal Catllar-Montgrony                                 , ,,
P1710400A,09,17,097,A,A,000,Madremanya                                                            ,G17444613,09,00,148,N,N,000,Asoc. Def. Forestal Puig d'Arqués                                     , ,,
P1710700D,09,17,101,A,A,000,Massanes                                                              ,G17219130,09,00,141,N,N,000,Asoc. Def. Forestal La Selva                                          , ,,
P1710800B,09,17,102,A,A,000,Maçanet de Cabrenys                                                   ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1710900J,09,17,103,A,A,000,Maçanet de la Selva                                                   ,G17204793,09,00,159,N,N,000,Asoc. Def. Forestal Massis de Cadiretes                               , ,,
P1711000H,09,17,098,A,A,000,Maià de Montcal                                                       ,G17923533,09,00,164,N,N,000,Asoc. Def. Forestal Montcal                                           , ,,
P1711400J,09,17,107,A,A,000,Molló                                                                 ,G17440280,09,00,157,N,N,000,Asoc. Def. Forestal Vall de Camprodon                                 , ,,
P1711600E,09,17,109,A,A,000,Montagut i Oix                                                        ,G17301177,09,00,160,N,N,000,Asoc. Def. Forestal Montagut i La Vall de Bianya                      , ,,
P1711700C,09,17,110,A,A,000,Mont-ras                                                              ,G17140153,09,00,140,N,N,000,Asoc. Def. Forestal Gavarres Nord                                     , ,01/11/2014,
P1711800A,09,17,111,A,A,000,Navata                                                                ,P1700065D,09,00,346,C,C,000,C. Salines Bassegoda                                                  ,AAPP,01/04/2015,
P1711900I,09,17,112,A,A,000,Ogassa                                                                ,G17459074,09,00,155,N,N,000,Asoc. Def. Forestal Taga Milany                                       , ,,
P1711900I,09,17,112,A,A,000,Ogassa                                                                ,B17440744,09,17,112,A,P,001,"Ogassa M., S.L.                                                       ", ,,S
P1712100E,09,17,114,A,A,000,Olot                                                                  ,A28795631,09,00,000,F,P,069,Radio Olot S.A.                                                       , ,,S
P1712100E,09,17,114,A,A,000,Olot                                                                  ,G17825951,09,00,026,H,H,000,F. Privada Museu dels Sants                                           ,AAPP,01/07/2012,
P1712100E,09,17,114,A,A,000,Olot                                                                  ,G17811886,09,00,027,H,H,000,F. Privada Hospital Sant Jaume d'Olot                                 ,AAPP,01/07/2012,
P1712100E,09,17,114,A,A,000,Olot                                                                  ,G17545005,09,00,162,N,N,000,Asoc. Def. Forestal Olot                                              , ,,
P1712100E,09,17,114,A,A,000,Olot                                                                  ,A17256694,09,17,114,A,P,001,"Gest. Urbanística Olotina, S.A.                                       ",AAPP,01/07/2012,S
P1712100E,09,17,114,A,A,000,Olot                                                                  ,P6712106A,09,17,114,A,V,002,P. M. d'Esports                                                       ,AAPP,01/07/2012,
P1712100E,09,17,114,A,A,000,Olot                                                                  ,P6712107I,09,17,114,A,V,003,Inst. M. Educación (I.M.E.)                                           ,AAPP,01/07/2012,
P1712100E,09,17,114,A,A,000,Olot                                                                  ,P6712108G,09,17,114,A,V,006,Inst. Promoció de la Ciutat                                           ,AAPP,01/07/2012,
P1712100E,09,17,114,A,A,000,Olot                                                                  ,P1700038A,09,17,114,A,V,007,Inst. Cultura Ciutat d'Olot                                           ,AAPP,01/07/2012,
P1712400I,09,17,117,A,A,000,Palafrugell                                                           ,G17887928,09,00,055,H,H,000,F. Privada Palafrugell Gent Gran                                      ,AAPP,01/11/2014,
P1712400I,09,17,117,A,A,000,Palafrugell                                                           ,G17140153,09,00,140,N,N,000,Asoc. Def. Forestal Gavarres Nord                                     , ,01/11/2014,
P1712400I,09,17,117,A,A,000,Palafrugell                                                           ,P1700054H,09,17,117,A,O,001,O. Aut. Inst. Promoció Econòmica i Desenvolupament Local              ,AAPP,01/11/2014,
P1712400I,09,17,117,A,A,000,Palafrugell                                                           ,P6712404J,09,17,117,A,V,001,P. Museu                                                              ,AAPP,01/11/2014,
P1712400I,09,17,117,A,A,000,Palafrugell                                                           ,P6712402D,09,17,117,A,V,002,P. d'Esports                                                          ,AAPP,01/11/2014,
P1712400I,09,17,117,A,A,000,Palafrugell                                                           ,P6712401F,09,17,117,A,O,002,Institut Mitjans de Comunicacio Publica,S. no Financieras,01/11/2014,
P1712400I,09,17,117,A,A,000,Palafrugell                                                           ,P1700088F,09,00,389,C,C,000,C. Gestio Centre Fraternal i Cercle Mercantil                         , ,01/11/2014,
P1712500F,09,17,118,A,A,000,Palamós                                                               ,G17752635,09,00,061,H,H,000,"F. Promediterranea per a la Conservació, l'Estudi i la Difusió del Pat", ,,
P1712600D,09,17,119,A,A,000,Palau de Santa Eulàlia                                                ,V17488990,09,00,139,N,N,000,Asoc. Def. Forestal Fluviam                                           , ,,
P1712700B,09,17,120,A,A,000,Palau-saverdera                                                       ,G17570532,09,00,127,N,N,000,Asoc. Def. Forestal Verdera                                           , ,,
P1712700B,09,17,120,A,A,000,Palau-saverdera                                                       ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1713100D,09,17,123,A,A,000,Palol de Revardit                                                     ,G17208307,09,00,158,N,N,000,Asoc. Def. Forestal L'Estany                                          , ,,
P1713300J,09,17,125,A,A,000,Pardines                                                              ,G17234055,09,00,142,N,N,000,Asoc. Def. Forestal La Vall de Ribes                                  , ,,
P1713600C,09,17,128,A,A,000,Pau                                                                   ,G17570532,09,00,127,N,N,000,Asoc. Def. Forestal Verdera                                           , ,,
P1713600C,09,17,128,A,A,000,Pau                                                                   ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1713700A,09,17,129,A,A,000,Pedret i Marzà                                                        ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1713800I,09,17,130,A,A,000,Pera (La)                                                             ,G17444613,09,00,148,N,N,000,Asoc. Def. Forestal Puig d'Arqués                                     , ,,
P1714000E,09,17,132,A,A,000,Peralada                                                              ,A17114513,09,17,132,A,P,001,"Serv. Recreatius Cul. i Esportius, S.A.                               ",S. no Financieras,01/07/2013,S
P1714300I,09,17,134,A,A,000,Planoles                                                              ,G17234055,09,00,142,N,N,000,Asoc. Def. Forestal La Vall de Ribes                                  , ,,
P1714600B,09,17,137,A,A,000,Porqueres                                                             ,G17208307,09,00,158,N,N,000,Asoc. Def. Forestal L'Estany                                          , ,,
P1714700J,09,17,138,A,A,000,Portbou                                                               ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1714700J,09,17,138,A,A,000,Portbou                                                               ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1714800H,09,17,139,A,A,000,Preses (Les)                                                          ,G17395963,09,00,161,N,N,000,Asoc. Def. Forestal Les Preses                                        , ,,
P1714800H,09,17,139,A,A,000,Preses (Les)                                                          ,B17227364,09,17,139,A,P,001,"Empris, S.L.                                                          ", ,,S
P1714900F,09,17,140,A,A,000,Port de la Selva (El)                                                 ,G17419995,09,00,129,N,N,000,Asoc. Def. Forestal Cap de Creus Serra de Rodes                       , ,,
P1715000D,09,17,141,A,A,000,Puigcerdà                                                             ,G17252545,00,00,081,C,C,000,C. Transfronterizo Puigcerdá-Bourg-Madame                             , ,,
P1715000D,09,17,141,A,A,000,Puigcerdà                                                             ,P6715004E,09,17,141,A,V,001,P. Turisme                                                            ,AAPP,30/11/2007,
P1715000D,09,17,141,A,A,000,Puigcerdà                                                             ,P6715001A,09,17,141,A,V,002,P. Museu Cerdá                                                        ,AAPP,30/11/2007,
P1715100B,09,17,142,A,A,000,Quart                                                                 ,G17233412,09,00,149,N,N,000,Asoc. Def. Forestal Quart                                             , ,,
P1715200J,09,17,143,A,A,000,Rabós                                                                 ,G17137176,09,00,150,N,N,000,Asoc. Def. Forestal Ragavi                                            , ,,
P1715200J,09,17,143,A,A,000,Rabós                                                                 ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1715400F,09,17,145,A,A,000,Ribes de Freser                                                       ,G17234055,09,00,142,N,N,000,Asoc. Def. Forestal La Vall de Ribes                                  , ,,
P1715400F,09,17,145,A,A,000,Ribes de Freser                                                       ,G17165978,09,17,145,A,V,002,Residencia Geriátrica                                                 ,AAPP,30/11/2007,
P1715600A,09,17,147,A,A,000,Ripoll                                                                ,G17442658,09,00,133,N,N,000,Asoc. Def. Forestal Catllar-Montgrony                                 , ,,
P1715600A,09,17,147,A,A,000,Ripoll                                                                ,G17400706,09,00,190,C,C,000,C. Museu Etnogràfic de Ripoll                                         ,AAPP,01/05/2014,
P1715600A,09,17,147,A,A,000,Ripoll                                                                ,A17081555,09,17,147,A,P,001,"S. M. d'Aigues (SOMAR, S.A.)                                          ",S. no Financieras,01/05/2014,S
P1715600A,09,17,147,A,A,000,Ripoll                                                                ,Q1700626C,09,00,318,C,C,000,C. Benestar Social del Ripollès                                       , ,,
P1715700I,09,17,148,A,A,000,Riudarenes                                                            ,G17234352,09,00,137,N,N,000,Asoc. Def. Forestal Farners Argimont                                  , ,,
P1715700I,09,17,148,A,A,000,Riudarenes                                                            ,A17517350,09,17,148,A,P,001,"Serv. M. Riudarenes, S.A.                                             ", ,,S
P1715900E,09,17,150,A,A,000,Riudellots de la Selva                                                ,A17056144,09,00,208,C,C,000,C. Mediambiental Cm. de La Selva                                      , ,,
P1716100A,09,17,152,A,A,000,Roses                                                                 ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1716100A,09,17,152,A,A,000,Roses                                                                 ,A17292590,09,17,152,A,P,001,"Port de Roses, SA                                                     ",S. no Financieras,01/04/2014,S
P1716100A,09,17,152,A,A,000,Roses                                                                 ,A17477365,09,17,152,A,P,002,"Serv. M. Roses, S.A.                                                  ",AAPP,01/04/2014,S
P1716100A,09,17,152,A,A,000,Roses                                                                 ,B17748872,09,17,152,A,P,003,"Prom. i Desenvolupament de Roses, S.L.                                ",S. no Financieras,01/04/2014,S
P1716100A,09,17,152,A,A,000,Roses                                                                 ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1716300G,09,17,154,A,A,000,Sales de Llierca                                                      ,G17338203,09,00,151,N,N,000,Asoc. Def. Forestal Salesde Leierca i Tortella                        , ,,
P1716400E,09,17,155,A,A,000,Salt                                                                  ,B17925884,09,17,155,A,P,001,Gestora Urbanística Nousalt S.L.                                      , ,,S
P1716700H,09,17,158,A,A,000,Sant Climent Sescebes                                                 ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1717000B,09,17,160,A,A,000,Sant Feliu de Guíxols                                                 ,V17429481,09,00,187,C,C,000,C. Gest. Complex Trat. Rd. de Solius                                  , ,,
P1717000B,09,17,160,A,A,000,Sant Feliu de Guíxols                                                 ,P6717002G,09,17,160,A,V,003,Esc. Música                                                           ,AAPP,30/11/2007,
P1717000B,09,17,160,A,A,000,Sant Feliu de Guíxols                                                 ,P6717004C,09,17,160,A,V,005,O. Aut. Emissora Municipal                                            ,AAPP,30/11/2007,
P1717000B,09,17,160,A,A,000,Sant Feliu de Guíxols                                                 ,Sin actividad,09,00,344,C,C,000,C. Surís San Feliu Gent Gran                                          , ,,
P1717100J,09,17,161,A,A,000,Sant Feliu de Pallerols                                               ,G17346065,09,00,152,N,N,000,Asoc. Def. Forestal Sant Feliu de Pallerols                           , ,,
P1717200H,09,17,162,A,A,000,Sant Ferriol                                                          ,G17348434,09,00,130,N,N,000,"Asoc. Def. Forestal Argelaguer, Besal, Sant Ferriol                   ", ,,
P1717300F,09,17,163,A,A,000,Sant Gregori                                                          ,G17141748,09,00,128,N,N,000,Asoc. Def. Forestal Muntayes del Llemana                              , ,,
P1717300F,09,17,163,A,A,000,Sant Gregori                                                          ,A17424144,09,17,163,A,P,001,"Serv. Municipals, S.A.                                                ", ,,S
P1717400D,09,17,164,A,A,000,Sant Hilari Sacalm                                                    ,P0800224H,09,00,314,C,C,000,C. Viles Termanls de Catalunya                                        , ,,
P1717700G,09,17,167,A,A,000,Sant Joan de les Abadesses                                            ,G17459074,09,00,155,N,N,000,Asoc. Def. Forestal Taga Milany                                       , ,,
P1717700G,09,17,167,A,A,000,Sant Joan de les Abadesses                                            ,P6717701D,09,17,167,A,V,002,O. Aut. Esc. M. d'Infants El Molí Petit                               ,AAPP,30/11/2007,
P1717700G,09,17,167,A,A,000,Sant Joan de les Abadesses                                            ,G17678673,09,00,063,H,H,000,F. Privada Municipal Emma                                             , ,,
P1717900C,09,17,169,A,A,000,Sant Julià de Ramis                                                   ,G17448630,09,00,153,N,N,000,Asoc. Def. Forestal Sant Julia de Ramis-Mendiya                       , ,,
P1718100I,09,17,172,A,A,000,Sant Martí de Llémena                                                 ,G17141748,09,00,128,N,N,000,Asoc. Def. Forestal Muntayes del Llemana                              , ,,
P1718200G,09,17,173,A,A,000,Sant Martí Vell                                                       ,G17470105,09,00,250,N,N,000,Asoc. Def. Forestal Sant Marti Vell. Juià I Celrà                     , ,,
P1718300E,09,17,174,A,A,000,Sant Miquel de Campmajor                                              ,G17208307,09,00,158,N,N,000,Asoc. Def. Forestal L'Estany                                          , ,,
P1718600H,09,17,177,A,A,000,Sant Pau de Segúries                                                  ,G17459074,09,00,155,N,N,000,Asoc. Def. Forestal Taga Milany                                       , ,,
P1719100H,09,17,180,A,A,000,Santa Coloma de Farners                                               ,G17234352,09,00,137,N,N,000,Asoc. Def. Forestal Farners Argimont                                  , ,,
P1719100H,09,17,180,A,A,000,Santa Coloma de Farners                                               ,J17044876,09,17,180,A,V,001,Res. Geriátrica S. Salvador d'Horta                                   ,AAPP,30/11/2007,
P1719100H,09,17,180,A,A,000,Santa Coloma de Farners                                               ,P0800224H,09,00,314,C,C,000,C. Viles Termanls de Catalunya                                        , ,,
P1719100H,09,17,180,A,A,000,Santa Coloma de Farners                                               ,Sin actividad,09,00,367,C,C,000,C. Implantació i Gestió Centre Innovació Tec. i Plana. Biomassa Selva , ,,
P1719200F,09,17,181,A,A,000,Santa Cristina d'Aro                                                  ,V55057996,09,00,215,C,C,000,C. Protecció i Gestió del Massís d'Ardenya-Cadiretes                  , ,01/01/2011,
P1719600G,09,17,184,A,A,000,Santa Pau                                                             ,G17345778,09,00,154,N,N,000,Asoc. Def. Forestal Santa Pau                                         , ,,
P1719700E,09,17,185,A,A,000,Sant Joan les Fonts                                                   ,B17931742,09,17,185,A,P,002,Habitat Sant Joan Les Fonts S.L.                                      , ,,S
P1720000G,09,17,188,A,A,000,Selva de Mar (La)                                                     ,G17419995,09,00,129,N,N,000,Asoc. Def. Forestal Cap de Creus Serra de Rodes                       , ,,
P1720000G,09,17,188,A,A,000,Selva de Mar (La)                                                     ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1720100E,09,17,189,A,A,000,Cellera de Ter (La)                                                   ,P1700063I,09,00,299,C,C,000,C. Ter-Brugent                                                        , ,,
P1720200C,09,17,190,A,A,000,Serinyà                                                               ,G17208307,09,00,158,N,N,000,Asoc. Def. Forestal L'Estany                                          , ,,
P1720400I,09,17,192,A,A,000,Setcases                                                              ,G17440280,09,00,157,N,N,000,Asoc. Def. Forestal Vall de Camprodon                                 , ,,
P1721000F,09,17,197,A,A,000,Torrent                                                               ,G17140153,09,00,140,N,N,000,Asoc. Def. Forestal Gavarres Nord                                     , ,01/11/2014,
P1721200B,09,17,199,A,A,000,Torroella de Montgrí                                                  ,G17584954,09,00,166,N,N,000,Asoc. Def. Forestal Montgri                                           , ,,
P1721200B,09,17,199,A,A,000,Torroella de Montgrí                                                  ,Q1700569E,09,17,199,A,O,001,Can Quintana-Museu de la Mediterrània                                 ,AAPP,30/11/2007,
P1721300J,09,17,200,A,A,000,Tortellà                                                              ,G17338203,09,00,151,N,N,000,Asoc. Def. Forestal Salesde Leierca i Tortella                        , ,,
P1721400H,09,17,201,A,A,000,Toses                                                                 ,G17234055,09,00,142,N,N,000,Asoc. Def. Forestal La Vall de Ribes                                  , ,,
P1721500E,09,17,202,A,A,000,Tossa de Mar                                                          ,G17204793,09,00,159,N,N,000,Asoc. Def. Forestal Massis de Cadiretes                               , ,,
P1721500E,09,17,202,A,A,000,Tossa de Mar                                                          ,Sin actividad,09,00,348,C,C,000,C. Gestió Televisió Digital Local Pública Demarcació Selma-marítima-C , ,,
P1721700A,09,17,204,A,A,000,Ullà                                                                  ,G17584954,09,00,166,N,N,000,Asoc. Def. Forestal Montgri                                           , ,,
P1722100C,09,17,208,A,A,000,Vall de Bianya (La)                                                   ,G17301177,09,00,160,N,N,000,Asoc. Def. Forestal Montagut i La Vall de Bianya                      , ,,
P1722100C,09,17,208,A,A,000,Vall de Bianya (La)                                                   ,B17496464,09,17,208,A,P,001,"Aigües del Túnel de Capsacosta, S.L.                                  ", ,,S
P1722200A,09,17,170,A,A,000,Vallfogona de Ripollès                                                ,G17459074,09,00,155,N,N,000,Asoc. Def. Forestal Taga Milany                                       , ,,
P1722300I,09,17,209,A,A,000,Vall-llobrega                                                         ,G17140153,09,00,140,N,N,000,Asoc. Def. Forestal Gavarres Nord                                     , ,01/11/2014,
P1722600B,09,17,212,A,A,000,Vidrà                                                                 ,G58962077,09,00,032,N,N,000,Asoc. Def. Forestal Bisaura                                           , ,,
P1722700J,09,17,213,A,A,000,Vidreres                                                              ,G17204793,09,00,159,N,N,000,Asoc. Def. Forestal Massis de Cadiretes                               , ,,
P1722900F,09,17,215,A,A,000,Vilablareix                                                           ,B17975376,09,17,215,A,P,001,"Vilablareix Futur, S.L.                                               ", ,,S
P1723000D,09,17,216,A,A,000,Viladasens                                                            ,G17137639,09,00,135,N,N,000,Asoc. Def. Forestal Cinyana                                           , ,,
P1723200J,09,17,218,A,A,000,Vilademuls                                                            ,G17137639,09,00,135,N,N,000,Asoc. Def. Forestal Cinyana                                           , ,,
P1723500C,09,17,221,A,A,000,Vilafant                                                              ,A17582560,09,00,000,F,P,064,"Fisersa Manteniment Urbà, S.A.                                        ",,,S
P1723700I,09,17,223,A,A,000,Vilajuïga                                                             ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1723800G,09,17,224,A,A,000,Vilallonga de Ter                                                     ,G17440280,09,00,157,N,N,000,Asoc. Def. Forestal Vall de Camprodon                                 , ,,
P1724200I,09,17,227,A,A,000,Vilamaniscle                                                          ,G17137176,09,00,150,N,N,000,Asoc. Def. Forestal Ragavi                                            , ,,
P1724200I,09,17,227,A,A,000,Vilamaniscle                                                          ,V17403718,09,00,191,C,C,000,C. Albera Viva                                                        , ,01/04/2014,
P1724200I,09,17,227,A,A,000,Vilamaniscle                                                          ,P1700078G,09,00,366,C,C,000,C. Terra de Pas                                                       , ,01/04/2014,
P1724800F,09,17,233,A,A,000,Vilobí d'Onyar                                                        ,P1700060E,09,00,343,C,C,000,C. Crosa                                                              , ,,
P1725000B,09,17,902,A,A,000,Forallac                                                              ,G17140153,09,00,140,N,N,000,Asoc. Def. Forestal Gavarres Nord                                     , ,01/11/2014,
P1725000B,09,17,902,A,A,000,Forallac                                                              ,A55019053,09,17,902,A,P,001,Forallac Progrés SAM                                                  , ,,S
P1725100J,09,17,903,A,A,000,Sant Julià del Llor i Bonmatí                                         ,P1700063I,09,00,299,C,C,000,C. Ter-Brugent                                                        , ,,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,A18300772,01,00,000,F,P,033,"Iniciativas Leader Alpujarra, S.A.                                    ", ,01/12/2014,S
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,Q6855028D,01,00,013,C,C,000,C. Estación Recreativa Puerto de la Ragua                             , ,01/06/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,G18582148,01,00,025,N,N,000,Asoc. Agencia Provincial de la Energía                                , ,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,V18420174,01,00,082,C,C,000,C. Serv. Trat. Rd. Sólidos Urb. Prov. Granada                         , ,01/12/2014,
